case_id,case_type,victim_traveler_id,suspect_traveler_id,origin_country_id,transit_country_id,destination_country_id,reported_date,status,victim_age_at_time,victim_gender
2728,Domestic Servitude,77872,,28,1,31,2025-02-18,Closed,40,F
2729,Domestic Servitude,18997,140810,6,1,33,2025-12-06,Prosecuted,41,F
2730,Debt Bondage,47982,22675,3,,10,2025-02-13,Open,19,M
2731,Forced Marriage,41347,48139,3,10,9,2025-02-13,Closed,24,F
2732,Forced Marriage,99374,81040,1,10,10,2025-05-07,Closed,20,F
2733,Organ,109443,,6,,1,2025-05-19,Convicted,50,M
2734,Child,25239,,18,1,1,2025-06-08,Under Investigation,7,F
2735,Labor,39056,142887,1,,33,2025-06-02,Prosecuted,23,M
2736,Domestic Servitude,21868,,21,10,9,2025-04-26,Under Investigation,35,M
2737,Other,73586,86426,18,1,13,2025-02-06,Under Investigation,48,M
2738,Labor,3039,,2,,34,2025-06-11,Under Investigation,30,M
2739,Labor,57235,67154,6,4,33,2025-04-28,Convicted,35,M
2740,Child,37975,,22,1,9,2025-03-16,Under Investigation,6,M
2741,Other,14306,80355,18,1,13,2025-08-18,Convicted,42,M
2742,Sexual,90302,88899,22,1,13,2025-10-10,Open,24,F
2743,Labor,,30456,6,10,34,2025-09-20,Under Investigation,33,M
2744,Domestic Servitude,30520,19097,21,,10,2025-12-24,Closed,39,F
2745,Organ,44436,120807,6,,1,2025-05-26,Under Investigation,22,M
2746,Domestic Servitude,99450,,28,10,9,2025-01-05,Under Investigation,33,F
2747,Child,97714,,1,4,10,2025-11-25,Prosecuted,7,F
2748,Forced Marriage,142432,92701,3,10,11,2025-04-11,Acquitted,27,F
2749,Labor,72305,51502,1,,32,2025-08-10,Acquitted,44,M
2750,Forced Marriage,85124,96315,1,,9,2025-05-24,Open,28,M
2751,Labor,91739,115178,2,1,34,2025-04-26,Prosecuted,37,M
2752,Sexual,129735,15220,20,12,13,2025-07-11,Convicted,23,F
2753,Organ,70812,143411,1,,1,2025-08-20,Prosecuted,39,F
2754,Debt Bondage,16968,,1,1,10,2025-11-20,Prosecuted,25,M
2755,Organ,134037,91925,1,,1,2025-09-20,Closed,49,F
2756,Child,35602,,18,1,1,2025-07-28,Closed,6,F
2757,Debt Bondage,120788,,26,,9,2025-11-14,Acquitted,33,F
2758,Child,137110,,1,1,4,2025-08-09,Under Investigation,11,M
2759,Domestic Servitude,141843,,28,15,31,2025-08-22,Prosecuted,29,F
2760,Domestic Servitude,47313,139526,6,1,9,2025-04-04,Prosecuted,30,F
2761,Forced Marriage,128625,,3,,8,2025-03-16,Prosecuted,18,F
2762,Other,,62314,1,,9,2025-09-02,Acquitted,46,F
2763,Domestic Servitude,44194,89866,26,1,31,2025-08-22,Prosecuted,23,F
2764,Child,40332,16075,3,1,1,2025-06-23,Under Investigation,14,M
2765,Debt Bondage,74939,,3,1,9,2025-04-13,Under Investigation,24,F
2766,Other,50992,,18,12,8,2025-12-17,Under Investigation,45,F
2767,Domestic Servitude,145343,,26,15,9,2025-11-15,Prosecuted,37,F
2768,Child,11489,64017,1,,1,2025-08-09,Under Investigation,15,F
2769,Child,121502,,3,1,10,2025-02-25,Under Investigation,9,F
2770,Sexual,100415,,21,1,37,2025-07-01,Prosecuted,28,F
2771,Sexual,61052,,21,1,10,2025-10-10,Under Investigation,32,F
2772,Child,17713,,3,1,9,2025-07-10,Closed,16,M
2773,Labor,86947,,1,4,32,2025-01-27,Under Investigation,47,M
2774,Labor,102618,106377,6,,33,2025-04-03,Open,32,F
2775,Child,,34066,1,1,9,2025-12-09,Open,11,M
2776,Other,108083,144494,3,4,9,2025-08-02,Open,27,F
2777,Domestic Servitude,91512,,21,,10,2025-08-16,Under Investigation,45,F
2778,Organ,90804,,1,,1,2025-11-25,Open,21,M
2779,Domestic Servitude,19632,25927,26,1,10,2025-10-11,Under Investigation,35,F
2780,Labor,59017,66145,26,,10,2025-08-19,Open,44,M
2781,Other,61113,32945,18,4,9,2025-12-13,Closed,33,M
2782,Domestic Servitude,41536,,21,15,9,2025-04-06,Closed,44,F
2783,Child,36282,77892,22,1,1,2025-05-17,Closed,6,M
2784,Organ,104934,,6,,1,2025-12-19,Convicted,35,F
2785,Domestic Servitude,71475,,6,10,9,2025-06-27,Open,21,F
2786,Labor,126948,61190,1,1,31,2025-02-03,Under Investigation,36,F
2787,Child,87658,,18,4,4,2025-02-10,Convicted,13,M
2788,Organ,89193,,1,,1,2025-08-08,Closed,47,F
2789,Child,116809,,22,,1,2025-11-26,Under Investigation,6,M
2790,Child,142856,133244,3,1,1,2025-09-06,Open,17,M
2791,Forced Marriage,10129,,6,1,11,2025-04-22,Closed,14,F
2792,Labor,102438,101988,2,4,10,2025-02-10,Under Investigation,43,M
2793,Labor,19495,,1,4,10,2025-05-05,Open,35,M
2794,Debt Bondage,9154,47757,1,1,10,2025-05-18,Closed,41,M
2795,Domestic Servitude,,116176,26,,9,2025-02-23,Under Investigation,45,F
2796,Child,86945,37221,22,,9,2025-12-02,Under Investigation,13,F
2797,Domestic Servitude,62473,16841,6,15,9,2025-03-20,Prosecuted,21,F
2798,Domestic Servitude,,,21,15,10,2025-05-22,Closed,37,F
2799,Labor,78236,83126,26,4,31,2025-05-17,Prosecuted,31,M
2800,Organ,123580,122433,6,,1,2025-06-24,Open,40,F
2801,Domestic Servitude,127134,15096,6,10,33,2025-01-01,Under Investigation,45,F
2802,Organ,142060,,1,,1,2025-09-04,Open,49,M
2803,Forced Marriage,93892,,6,,10,2025-08-04,Under Investigation,29,F
2804,Forced Marriage,80985,,3,10,9,2025-01-28,Acquitted,29,F
2805,Child,120014,,1,1,9,2025-02-13,Open,13,F
2806,Debt Bondage,147013,147985,26,,1,2025-04-07,Prosecuted,20,F
2807,Child,61862,,18,4,1,2025-08-09,Convicted,12,M
2808,Labor,61543,81213,2,4,10,2025-08-03,Under Investigation,25,M
2809,Other,149719,89178,18,12,10,2025-03-07,Acquitted,40,M
2810,Labor,23048,106101,6,,9,2025-02-28,Acquitted,37,M
2811,Sexual,106203,123582,22,4,10,2025-02-13,Acquitted,26,F
2812,Domestic Servitude,122300,,28,,9,2025-12-06,Convicted,39,M
2813,Sexual,112250,,6,12,10,2025-11-27,Acquitted,26,M
2814,Domestic Servitude,34121,,26,1,33,2025-09-09,Under Investigation,30,M
2815,Debt Bondage,128891,,26,,1,2025-08-01,Under Investigation,29,M
2816,Labor,104398,,1,10,10,2025-12-11,Under Investigation,46,M
2817,Labor,1884,107684,2,1,9,2025-03-02,Convicted,18,M
2818,Domestic Servitude,,92733,28,15,33,2025-02-28,Prosecuted,44,F
2819,Other,5672,83713,6,12,10,2025-01-13,Closed,22,F
2820,Other,40148,22556,17,1,13,2025-05-05,Closed,49,M
2821,Child,37955,8068,3,4,4,2025-01-08,Prosecuted,9,F
2822,Child,8221,34221,22,4,4,2025-04-17,Convicted,13,M
2823,Debt Bondage,57193,132981,1,1,9,2025-07-05,Closed,45,F
2824,Labor,103658,107293,3,,33,2025-09-28,Under Investigation,19,M
2825,Labor,78757,36762,6,,32,2025-04-05,Under Investigation,23,F
2826,Child,103030,37573,3,4,1,2025-05-17,Open,15,M
2827,Child,17584,46293,22,1,9,2025-06-04,Under Investigation,12,F
2828,Domestic Servitude,141455,77490,6,,31,2025-10-26,Closed,39,F
2829,Other,135310,,16,12,8,2025-05-15,Prosecuted,48,F
2830,Domestic Servitude,111977,,21,1,10,2025-09-15,Prosecuted,22,F
2831,Other,,94425,3,1,8,2025-01-03,Prosecuted,27,M
2832,Organ,7098,98281,6,,1,2025-08-27,Closed,50,M
2833,Domestic Servitude,4345,,6,10,33,2025-04-23,Convicted,33,F
2834,Child,85961,,18,,4,2025-02-16,Under Investigation,5,M
2835,Labor,120096,,2,,33,2025-08-20,Prosecuted,23,M
2836,Organ,34636,70985,1,,1,2025-04-06,Open,38,M
2837,Labor,,,3,10,34,2025-11-09,Open,37,M
2838,Debt Bondage,149789,128594,6,1,9,2025-11-09,Closed,20,M
2839,Domestic Servitude,31493,,28,1,33,2025-04-22,Under Investigation,40,F
2840,Labor,20550,24245,26,,32,2025-04-07,Open,45,M
2841,Child,37571,80817,18,1,1,2025-11-28,Open,13,F
2842,Labor,36740,102883,2,10,9,2025-08-16,Closed,39,M
2843,Labor,76176,,26,4,9,2025-12-13,Open,22,M
2844,Child,81319,111759,22,4,10,2025-08-03,Closed,9,F
2845,Debt Bondage,95871,,1,1,10,2025-06-07,Closed,52,M
2846,Debt Bondage,,,3,1,10,2025-09-21,Under Investigation,49,M
2847,Domestic Servitude,141890,120008,28,1,33,2025-06-28,Convicted,28,M
2848,Forced Marriage,129648,28790,3,1,11,2025-04-19,Prosecuted,18,F
2849,Labor,71216,,26,10,10,2025-06-02,Closed,38,M
2850,Debt Bondage,1420,101404,6,,1,2025-07-01,Under Investigation,30,M
2851,Debt Bondage,114267,70934,26,1,1,2025-11-04,Under Investigation,43,M
2852,Domestic Servitude,9620,113378,6,15,31,2025-11-01,Closed,21,F
2853,Forced Marriage,94585,45325,3,1,10,2025-10-15,Open,22,F
2854,Labor,42515,43593,2,,9,2025-12-07,Prosecuted,22,M
2855,Forced Marriage,6602,,6,1,11,2025-01-05,Closed,21,F
2856,Sexual,128756,134643,20,,12,2025-03-20,Prosecuted,16,F
2857,Child,131949,,3,,10,2025-07-14,Closed,6,M
2858,Debt Bondage,92869,,1,1,9,2025-02-16,Under Investigation,34,M
2859,Labor,,112645,3,4,9,2025-03-16,Under Investigation,44,M
2860,Domestic Servitude,69794,36656,21,,33,2025-04-08,Closed,34,F
2861,Child,52578,,1,4,4,2025-03-09,Under Investigation,14,F
2862,Sexual,4143,,6,12,37,2025-02-08,Convicted,16,F
2863,Other,97280,31919,3,12,9,2025-03-14,Open,28,M
2864,Other,127341,138415,3,,8,2025-12-14,Prosecuted,45,M
2865,Domestic Servitude,116421,102914,6,10,31,2025-01-14,Prosecuted,35,F
2866,Sexual,140745,,6,,13,2025-04-07,Closed,20,F
2867,Child,41539,19107,1,,9,2025-10-12,Convicted,16,M
2868,Labor,,17384,26,,10,2025-11-08,Prosecuted,50,M
2869,Labor,61539,13909,1,,33,2025-09-14,Under Investigation,39,M
2870,Organ,101395,64575,3,,1,2025-06-22,Open,34,M
2871,Organ,99374,61879,1,,1,2025-10-27,Prosecuted,23,F
2872,Sexual,44332,71132,21,4,12,2025-02-04,Closed,17,F
2873,Organ,102422,120952,3,,1,2025-11-11,Prosecuted,30,M
2874,Child,14783,2202,22,4,1,2025-09-17,Prosecuted,7,F
2875,Debt Bondage,8299,,26,1,1,2025-10-03,Under Investigation,54,M
2876,Forced Marriage,83439,,1,,9,2025-10-20,Under Investigation,16,F
2877,Debt Bondage,86583,143687,26,1,1,2025-02-22,Closed,54,M
2878,Labor,104925,48997,1,,9,2025-02-04,Prosecuted,39,F
2879,Labor,22236,,26,10,10,2025-09-08,Under Investigation,50,M
2880,Domestic Servitude,18916,,6,1,10,2025-10-21,Under Investigation,30,F
2881,Forced Marriage,136808,,1,1,9,2025-06-11,Open,24,M
2882,Debt Bondage,126674,112948,1,1,1,2025-11-20,Closed,51,M
2883,Other,104173,48209,3,1,10,2025-09-11,Open,27,F
2884,Domestic Servitude,86408,111906,6,,9,2025-08-12,Prosecuted,39,F
2885,Domestic Servitude,41674,81826,28,15,31,2025-05-23,Acquitted,40,F
2886,Forced Marriage,122195,,1,,9,2025-11-27,Open,29,F
2887,Domestic Servitude,146058,25536,21,1,10,2025-04-13,Under Investigation,41,F
2888,Sexual,64322,,28,12,10,2025-03-13,Acquitted,25,F
2889,Child,87362,107624,3,4,9,2025-02-16,Prosecuted,5,F
2890,Child,115413,73671,22,,9,2025-12-19,Prosecuted,9,F
2891,Domestic Servitude,100747,145151,6,10,33,2025-06-17,Convicted,31,F
2892,Child,94838,136194,3,4,9,2025-02-15,Open,16,M
2893,Sexual,53012,,6,1,12,2025-03-06,Under Investigation,34,F
2894,Labor,131466,,1,,34,2025-05-21,Closed,48,M
2895,Labor,76031,,1,10,34,2025-02-09,Open,32,M
2896,Labor,14995,82883,6,4,33,2025-01-20,Prosecuted,19,F
2897,Other,104001,,18,,10,2025-04-24,Closed,23,F
2898,Labor,97969,54781,1,10,34,2025-08-04,Open,40,M
2899,Other,3891,112527,6,,13,2025-11-13,Convicted,16,M
2900,Child,79261,73658,3,,9,2025-09-21,Under Investigation,7,M
2901,Labor,135197,96021,26,,31,2025-06-05,Open,49,M
2902,Labor,131115,,26,10,34,2025-02-15,Closed,20,M
2903,Child,18445,,1,1,9,2025-12-18,Open,13,M
2904,Labor,137860,95025,2,10,32,2025-08-16,Convicted,33,M
2905,Other,128257,,1,,10,2025-10-05,Closed,28,M
2906,Labor,75561,,1,10,33,2025-08-20,Convicted,36,M
2907,Organ,41984,,6,,1,2025-07-09,Prosecuted,27,M
2908,Labor,141779,,26,4,34,2025-07-01,Closed,33,M
2909,Forced Marriage,85354,143079,1,1,9,2025-07-27,Prosecuted,24,F
2910,Labor,124468,40141,1,,10,2025-12-18,Under Investigation,50,F
2911,Other,145413,,18,4,8,2025-02-23,Convicted,28,F
2912,Labor,127857,,26,1,32,2025-01-02,Closed,24,M
2913,Debt Bondage,133733,,3,1,1,2025-07-10,Prosecuted,47,F
2914,Labor,43776,107660,3,1,34,2025-11-28,Open,41,M
2915,Labor,71922,,6,,10,2025-04-20,Closed,27,F
2916,Domestic Servitude,139324,112619,28,,31,2025-07-28,Open,32,F
2917,Debt Bondage,89448,7528,3,1,9,2025-06-10,Closed,53,M
2918,Debt Bondage,123786,84540,1,,10,2025-12-05,Open,37,M
2919,Sexual,144682,,20,,37,2025-05-07,Open,30,F
2920,Sexual,70633,38706,22,,10,2025-09-15,Under Investigation,16,F
2921,Child,21096,84287,3,1,1,2025-07-07,Convicted,7,M
2922,Labor,136769,135543,6,4,31,2025-09-10,Closed,30,M
2923,Labor,28664,104723,2,1,32,2025-07-24,Closed,30,M
2924,Labor,34268,71320,3,,31,2025-05-08,Under Investigation,25,M
2925,Forced Marriage,,86408,3,1,10,2025-06-11,Acquitted,15,F
2926,Domestic Servitude,105530,55466,6,15,9,2025-10-07,Prosecuted,34,M
2927,Organ,64927,,6,,1,2025-01-01,Open,43,F
2928,Debt Bondage,33479,23034,26,1,1,2025-08-28,Under Investigation,52,F
2929,Organ,31591,132176,6,,1,2025-10-22,Under Investigation,37,M
2930,Domestic Servitude,114146,,6,15,33,2025-05-15,Convicted,20,F
2931,Domestic Servitude,51501,42332,21,,33,2025-02-06,Open,25,F
2932,Debt Bondage,37195,,6,1,10,2025-09-16,Convicted,21,M
2933,Debt Bondage,72965,94949,6,1,10,2025-07-22,Under Investigation,24,F
2934,Sexual,98510,95832,28,1,8,2025-07-11,Closed,29,F
2935,Sexual,5928,133271,21,4,10,2025-06-10,Convicted,35,F
2936,Labor,149468,142808,26,10,31,2025-10-10,Under Investigation,19,M
2937,Other,56184,118405,17,,8,2025-07-28,Under Investigation,22,F
2938,Forced Marriage,45531,36773,6,1,11,2025-04-10,Prosecuted,23,F
2939,Child,27517,,18,,4,2025-06-16,Prosecuted,11,F
2940,Organ,81693,,1,,1,2025-03-08,Under Investigation,39,F
2941,Domestic Servitude,,49077,6,1,31,2025-09-16,Under Investigation,42,M
2942,Debt Bondage,91139,57405,26,,10,2025-03-18,Closed,33,M
2943,Sexual,114605,,6,4,37,2025-09-03,Prosecuted,17,F
2944,Forced Marriage,66464,,1,,11,2025-12-17,Prosecuted,19,M
2945,Labor,111662,117603,2,4,10,2025-10-13,Prosecuted,33,M
2946,Organ,80147,117479,3,,1,2025-08-20,Prosecuted,32,F
2947,Other,92931,,6,,9,2025-04-23,Convicted,22,M
2948,Organ,57856,,1,,1,2025-10-02,Open,42,M
2949,Domestic Servitude,55704,,6,15,33,2025-11-23,Closed,44,F
2950,Forced Marriage,24815,148304,3,,8,2025-11-16,Open,28,F
2951,Debt Bondage,90962,17667,26,,1,2025-03-11,Under Investigation,23,F
2952,Child,90831,,1,4,9,2025-12-07,Convicted,9,M
2953,Forced Marriage,135158,33648,1,1,11,2025-11-18,Under Investigation,28,F
2954,Organ,100344,34695,6,,1,2025-06-26,Prosecuted,30,M
2955,Sexual,131495,,20,12,8,2025-05-07,Under Investigation,25,F
2956,Labor,103426,113943,3,,33,2025-08-22,Under Investigation,31,M
2957,Child,39214,16833,1,1,4,2025-05-02,Open,15,F
2958,Sexual,24867,,21,1,12,2025-09-08,Under Investigation,25,F
2959,Debt Bondage,81595,,26,1,1,2025-06-09,Acquitted,51,F
2960,Other,120036,,17,4,13,2025-06-22,Convicted,20,M
2961,Debt Bondage,60684,73574,26,1,1,2025-01-21,Open,22,M
2962,Debt Bondage,93336,82025,26,1,9,2025-08-09,Under Investigation,34,F
2963,Other,98376,4348,18,12,10,2025-11-16,Under Investigation,38,M
2964,Sexual,42127,,22,4,10,2025-03-06,Under Investigation,32,F
2965,Forced Marriage,98434,6281,3,1,10,2025-11-16,Under Investigation,26,F
2966,Other,117282,,1,1,9,2025-02-12,Under Investigation,37,F
2967,Child,132967,82761,3,4,9,2025-09-17,Under Investigation,16,M
2968,Child,7618,88826,18,1,10,2025-12-01,Closed,12,F
2969,Domestic Servitude,50384,,28,,10,2025-12-28,Open,40,F
2970,Sexual,4246,18047,6,4,8,2025-11-01,Open,34,F
2971,Organ,92157,10969,6,,1,2025-07-19,Closed,23,M
2972,Other,33853,,18,,9,2025-09-04,Under Investigation,18,F
2973,Domestic Servitude,65009,,26,10,10,2025-03-28,Under Investigation,33,F
2974,Domestic Servitude,,98279,26,,33,2025-09-25,Open,21,F
2975,Sexual,142941,,21,12,37,2025-11-25,Open,28,F
2976,Domestic Servitude,29245,75549,6,,10,2025-05-23,Closed,40,F
2977,Labor,105232,,6,4,34,2025-03-04,Prosecuted,21,M
2978,Forced Marriage,111919,,3,1,11,2025-06-23,Prosecuted,28,F
2979,Other,21341,94837,18,12,10,2025-07-17,Under Investigation,33,F
2980,Child,96730,36871,22,,4,2025-08-13,Under Investigation,11,F
2981,Labor,105072,,6,10,10,2025-05-22,Under Investigation,31,M
2982,Other,148877,61270,1,1,10,2025-04-19,Prosecuted,30,M
2983,Debt Bondage,,36046,26,1,10,2025-09-02,Prosecuted,18,M
2984,Child,116960,,3,,9,2025-03-11,Prosecuted,8,F
2985,Labor,146459,,6,,9,2025-09-09,Open,47,M
2986,Organ,45807,69593,3,,1,2025-06-18,Acquitted,46,M
2987,Domestic Servitude,12360,,28,1,33,2025-02-05,Under Investigation,27,F
2988,Sexual,113083,95936,22,,10,2025-02-20,Convicted,30,F
2989,Labor,23888,38833,3,,9,2025-03-11,Prosecuted,47,M
2990,Labor,16616,13967,1,,31,2025-11-12,Under Investigation,41,M
2991,Child,136981,101661,3,,9,2025-02-01,Prosecuted,10,M
2992,Forced Marriage,119418,,6,,10,2025-02-20,Open,26,F
2993,Labor,9923,,6,1,10,2025-03-12,Open,29,M
2994,Domestic Servitude,75309,9156,21,1,9,2025-07-06,Open,43,F
2995,Sexual,98606,48936,20,4,8,2025-04-12,Under Investigation,16,F
2996,Sexual,84431,128002,28,,12,2025-05-11,Convicted,18,F
2997,Labor,,93361,26,,32,2025-05-06,Open,30,M
2998,Forced Marriage,,,6,,10,2025-11-28,Closed,22,F
2999,Labor,81834,,3,1,10,2025-04-17,Under Investigation,45,M
3000,Organ,130805,,6,,1,2025-12-01,Under Investigation,48,F
3001,Debt Bondage,70973,135253,1,1,10,2025-07-09,Prosecuted,53,M
3002,Forced Marriage,70868,117642,3,1,10,2025-09-28,Closed,20,F
3003,Forced Marriage,89837,,3,,11,2025-05-18,Prosecuted,26,F
3004,Domestic Servitude,24768,73350,26,,31,2025-01-21,Open,45,M
3005,Forced Marriage,40476,,3,,11,2025-12-28,Open,26,F
3006,Organ,46500,127788,1,,1,2025-07-15,Acquitted,21,F
3007,Organ,,,1,,1,2025-07-14,Open,41,M
3008,Domestic Servitude,49607,136569,21,1,9,2025-02-19,Open,27,F
3009,Other,87205,,17,,13,2025-05-27,Closed,34,M
3010,Labor,,,2,10,32,2025-11-15,Under Investigation,26,M
3011,Labor,130744,112565,1,4,32,2025-06-24,Open,25,M
3012,Child,43558,11358,3,,10,2025-04-23,Acquitted,8,M
3013,Other,96891,72914,6,,10,2025-06-20,Convicted,37,M
3014,Domestic Servitude,34626,,21,15,31,2025-02-09,Open,45,F
3015,Domestic Servitude,45742,,21,15,9,2025-12-28,Open,35,F
3016,Labor,4391,,6,,32,2025-02-10,Convicted,42,M
3017,Labor,95203,99480,2,4,31,2025-03-20,Prosecuted,49,M
3018,Labor,12823,68545,26,4,31,2025-12-25,Acquitted,25,F
3019,Labor,72302,66095,1,,10,2025-09-24,Closed,44,M
3020,Child,21401,85850,22,,1,2025-01-08,Under Investigation,15,M
3021,Child,7915,15117,22,,1,2025-05-28,Under Investigation,10,F
3022,Domestic Servitude,113358,77865,21,,33,2025-05-12,Convicted,26,F
3023,Debt Bondage,109356,,1,1,10,2025-06-01,Acquitted,38,M
3024,Debt Bondage,,44598,1,1,10,2025-05-15,Under Investigation,29,M
3025,Forced Marriage,71543,100456,6,10,10,2025-06-06,Under Investigation,15,F
3026,Child,957,126374,1,,9,2025-02-20,Open,6,F
3027,Sexual,130360,139850,20,,37,2025-01-08,Open,27,F
3028,Domestic Servitude,125122,84522,21,,33,2025-11-25,Open,30,F
3029,Domestic Servitude,132414,108113,21,1,10,2025-12-11,Open,23,M
3030,Forced Marriage,62873,,6,10,11,2025-08-01,Under Investigation,23,F
3031,Forced Marriage,29966,,3,,11,2025-11-03,Closed,15,F
3032,Labor,48011,121294,3,4,9,2025-07-06,Convicted,34,M
3033,Forced Marriage,84273,48048,1,,10,2025-07-25,Under Investigation,19,F
3034,Organ,134436,66820,1,,1,2025-06-28,Closed,31,F
3035,Child,110364,87359,3,1,1,2025-09-21,Under Investigation,7,M
3036,Organ,149056,,6,,1,2025-01-22,Convicted,40,F
3037,Sexual,1331,144863,20,12,10,2025-12-02,Convicted,29,F
3038,Domestic Servitude,97094,71484,28,15,31,2025-12-12,Under Investigation,27,F
3039,Sexual,129599,,6,12,37,2025-03-20,Closed,32,F
3040,Organ,83134,,6,,1,2025-07-17,Prosecuted,29,M
3041,Labor,126194,64377,1,,33,2025-08-07,Closed,22,M
3042,Labor,105456,,3,10,31,2025-10-22,Prosecuted,40,F
3043,Domestic Servitude,30780,36108,26,,9,2025-11-14,Convicted,38,F
3044,Labor,86983,123569,1,,33,2025-07-06,Closed,50,M
3045,Organ,67941,,1,,1,2025-04-28,Under Investigation,26,M
3046,Organ,29351,,6,,1,2025-02-20,Prosecuted,44,F
3047,Domestic Servitude,10260,,21,1,9,2025-08-07,Under Investigation,41,F
3048,Sexual,943,34800,22,1,12,2025-12-05,Closed,33,F
3049,Forced Marriage,43165,60127,6,1,11,2025-03-01,Under Investigation,18,F
3050,Organ,139669,18342,1,,1,2025-11-12,Prosecuted,23,M
3051,Domestic Servitude,78389,92236,6,,9,2025-11-26,Open,22,F
3052,Labor,95200,131532,6,4,9,2025-11-20,Open,36,M
3053,Labor,22237,94975,1,4,9,2025-12-02,Under Investigation,28,M
3054,Labor,,45332,2,1,9,2025-08-05,Under Investigation,46,M
3055,Domestic Servitude,112214,,21,1,31,2025-09-27,Under Investigation,20,M
3056,Labor,135040,137011,26,4,10,2025-07-02,Under Investigation,48,M
3057,Forced Marriage,132939,106038,1,1,8,2025-01-16,Prosecuted,14,F
3058,Domestic Servitude,105459,71622,26,10,33,2025-05-22,Under Investigation,24,F
3059,Labor,147329,39810,6,1,34,2025-08-10,Closed,48,M
3060,Domestic Servitude,61075,,21,15,33,2025-07-10,Closed,45,F
3061,Debt Bondage,131261,,3,1,1,2025-04-03,Closed,27,M
3062,Domestic Servitude,127742,,6,10,10,2025-05-06,Under Investigation,21,F
3063,Sexual,111291,,20,12,13,2025-10-28,Closed,31,F
3064,Labor,71668,,6,4,10,2025-05-22,Prosecuted,46,M
3065,Debt Bondage,141779,38056,26,,1,2025-04-04,Open,40,F
3066,Labor,136084,15432,26,1,31,2025-08-22,Closed,23,M
3067,Domestic Servitude,111382,,21,1,33,2025-08-13,Prosecuted,36,F
3068,Labor,142567,79902,26,1,33,2025-02-13,Under Investigation,40,M
3069,Child,21783,,22,1,10,2025-03-06,Convicted,17,F
3070,Forced Marriage,60907,15347,6,,11,2025-02-09,Acquitted,18,M
3071,Labor,147313,60673,3,10,33,2025-11-10,Under Investigation,24,M
3072,Child,112282,112038,18,4,9,2025-09-16,Convicted,7,M
3073,Organ,122268,133605,6,,1,2025-07-02,Prosecuted,41,M
3074,Sexual,62857,,20,,10,2025-04-04,Under Investigation,22,F
3075,Other,54818,83936,6,12,13,2025-10-23,Prosecuted,30,F
3076,Forced Marriage,,,3,1,8,2025-10-07,Under Investigation,28,F
3077,Domestic Servitude,91856,,6,15,10,2025-05-04,Closed,32,F
3078,Sexual,17427,27076,6,1,10,2025-05-26,Prosecuted,33,F
3079,Organ,118986,,6,,1,2025-10-19,Closed,39,M
3080,Domestic Servitude,95380,111803,28,1,9,2025-06-28,Prosecuted,29,M
3081,Other,29799,,1,,8,2025-07-10,Closed,16,F
3082,Sexual,79463,64402,22,1,10,2025-04-28,Open,23,M
3083,Other,46337,111063,16,,9,2025-10-05,Convicted,36,F
